eventid,iyear,imonth,iday,extended,country,region,latitude,longitude,specificity,vicinity,crit1,crit2,crit3,multiple,success,suicide,attacktype1,attacktype2,targtype1,targsubtype1,natlty1,targtype2,targsubtype2,natlty2,gname,individual,nperps,nperpcap,claimed,claimmode,weaptype1,weapsubtype1,weaptype2,weapsubtype2,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propvalue,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,hostkidoutcome,nreleased,INT_LOG,INT_IDEO,INT_MISC,INT_ANY
2.00808E+11,2008,8,15,0,182,11,2.088511,45.183648,1,1,1,1,1,0,1,0,3,,19,99,182,,,,Al-Shabaab,0,-99,0,0,,6,12,,,11,0,0,0,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.00808E+11,2008,8,16,0,4,6,34.516895,69.147011,1,0,1,1,1,0,1,0,3,,2,18,4,,,,Taliban,0,-99,0,0,,6,8,,,0,0,0,1,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00808E+11,2008,8,20,1,182,11,-0.357847,42.54665,1,0,1,1,1,0,1,0,2,3,17,94,182,14,71,182,Al-Shabaab,0,-99,0,0,,6,8,5,5,28,0,0,39,0,0,-9,,,0,,,,,,,,,,,,,,0,0,0,0
2.00808E+11,2008,8,20,0,6,10,36.37489,3.902,1,0,1,1,1,1,1,0,3,,1,12,38,,,,Al-Qaida in the Islamic Maghreb (AQIM),0,-99,0,1,10,6,15,,,12,0,0,15,0,0,1,4,,0,,,,,,,,,,,,,,0,1,1,1
2.00808E+11,2008,8,21,0,153,6,33.671638,73.056068,1,0,1,1,1,0,1,1,3,,1,5,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,3,0,1,10,6,13,,,64,0,2,100,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00808E+11,2008,8,24,0,153,6,33.770279,72.35471,1,0,1,1,1,0,1,0,3,,1,7,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,10,6,17,,,0,0,0,4,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00808E+11,2008,8,25,0,153,6,34.398573,72.06038,1,0,1,1,1,0,1,0,3,2,14,76,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,10,6,11,5,5,8,0,0,1,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.00808E+11,2008,8,26,0,4,6,34.417122,70.449593,1,0,1,1,1,0,1,0,6,,12,62,101,,,,Taliban,0,-99,0,0,,13,,,,0,0,0,0,0,0,0,,,1,1,0,-99,-99,,,0,,,,,7,0,0,1,1,1
2.00808E+11,2008,8,29,0,4,6,32.677851,61.981391,3,0,1,1,1,0,1,0,7,,1,1,4,,,,Taliban,0,-99,0,0,,8,18,,,0,0,0,0,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00809E+11,2008,9,9,0,182,11,3.115641,43.64658,1,0,1,1,1,0,1,0,1,,2,18,182,,,,Al-Shabaab,0,-99,0,1,10,5,5,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,0,0,0,0
2.00809E+11,2008,9,14,0,6,10,36.74472,4.37222,1,0,1,1,1,0,1,0,3,,3,25,6,,,,Al-Qaida in the Islamic Maghreb (AQIM),0,-99,0,0,,6,12,,,0,0,0,4,0,0,1,3,,0,,,,,,,0,,,,,,,0,0,0,0
2.00809E+11,2008,9,17,0,228,10,15.325443,44.211895,1,0,1,1,1,0,1,1,3,2,7,46,217,,,228,Al-Qaida in Yemen,0,-99,19,1,10,6,15,6,13,16,1,6,6,0,0,-9,,,0,,,,,,,,,,,,,,0,1,1,1
2.00809E+11,2008,9,22,0,4,6,32.666404,65.903629,1,0,1,1,1,0,1,0,3,,14,67,4,,,,Taliban,0,-99,0,1,10,6,16,,,6,0,0,4,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.00809E+11,2008,9,28,0,4,6,31.631083,65.742226,1,0,1,1,1,0,1,0,2,1,3,25,4,,,,Taliban,0,2,0,1,10,5,5,,,1,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,0,0,0,0
2.00809E+11,2008,9,28,1,153,6,33.766336,72.357344,1,0,1,1,1,0,1,0,2,6,14,77,161,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,10,5,5,9,23,4,0,0,0,0,0,0,,,1,1,0,,131,,,0,,,,,4,0,0,1,1,1
2.00809E+11,2008,9,30,0,6,10,35.870833,2.028889,1,1,1,1,1,0,1,0,2,7,3,25,6,,,,Al-Qaida in the Islamic Maghreb (AQIM),0,20,0,0,,5,2,8,18,6,0,0,0,0,0,1,3,,0,,,,,,,0,,,,,,,0,0,0,0
2.0081E+11,2008,10,6,0,182,11,2.059819,45.326115,1,0,1,1,1,0,0,0,3,,2,17,182,,,,Al-Shabaab,0,-99,0,1,10,6,11,,,6,0,0,0,0,0,-9,4,,0,,,,,,,,,,,,,,0,0,0,0
2.0081E+11,2008,10,7,0,182,11,2.059819,45.326115,1,0,1,1,1,0,1,0,3,,2,17,182,,,,Al-Shabaab,0,-99,0,0,,6,11,,,20,0,0,35,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.0081E+11,2008,10,10,0,4,6,33.508599,70.123759,3,0,1,1,1,0,1,1,1,,3,25,4,,,,Taliban,0,1,0,1,10,6,13,,,3,0,1,3,0,0,-9,,,0,,,,,,,,,,,,,,0,0,0,0
2.0081E+11,2008,10,12,0,4,6,32.049943,67.649478,2,0,1,1,1,0,1,0,3,,14,73,4,,,,Taliban,0,-99,0,1,10,6,16,,,5,0,0,0,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.0081E+11,2008,10,16,0,4,6,33.449841,70.064041,1,0,1,1,1,0,0,1,1,,3,25,4,,,,Taliban,0,1,0,1,10,6,13,,,1,0,1,2,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.0081E+11,2008,10,16,1,4,6,31.619314,65.050156,1,1,1,1,1,0,1,0,4,6,19,99,4,14,67,101,Taliban,0,-99,1,1,10,9,23,,,17,0,0,0,0,0,0,,,1,50,0,,-99,,,0,,,,,6,10,0,1,1,1
2.0081E+11,2008,10,19,0,4,6,36.694511,68.801575,1,1,1,1,1,0,0,0,1,,3,25,4,,,,Taliban,0,-99,0,1,2,6,12,,,5,0,0,0,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.0081E+11,2008,10,19,0,182,11,4.120602,43.890526,1,0,1,1,1,0,1,0,2,,7,47,182,,,,Al-Shabaab,0,-99,0,0,,5,5,,,1,0,0,0,0,0,-9,4,,0,,,,,,,,,,,,,,0,0,0,0
2.0081E+11,2008,10,20,0,4,6,34.516895,69.147011,1,0,1,1,1,0,1,0,2,,12,62,216,,,,Taliban,0,2,0,1,10,5,5,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,0,1,1,1
2.0081E+11,2008,10,20,0,4,6,32.9833,67.9666,1,1,1,1,1,0,1,0,2,,19,99,4,14,73,95,Taliban,0,-99,0,1,10,5,5,13,,1,0,0,2,0,0,1,3,,0,,,,,,,,,,,,,,0,1,1,1
2.0081E+11,2008,10,21,0,4,6,32.853333,68.449722,3,0,1,1,1,0,1,0,3,,14,67,4,,,,Taliban,0,-99,0,0,,6,8,,,1,0,0,2,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.0081E+11,2008,10,21,1,4,6,34.346722,62.197315,1,1,1,1,1,0,1,0,6,7,3,25,4,,,,Taliban,0,-99,0,1,7,8,18,,,0,0,0,0,0,0,1,4,,1,4,0,,-99,,,0,,,,,7,-99,0,0,0,0
2.0081E+11,2008,10,25,1,4,6,34.988941,70.911217,1,1,1,1,1,0,1,0,6,,1,12,4,,,,Taliban,0,-99,0,1,2,5,5,,,0,0,0,0,0,0,0,,,1,17,0,,-99,,,-9,,,,,6,4,0,0,0,0
2.0081E+11,2008,10,25,1,4,6,33.542622,68.415329,1,0,1,1,1,0,1,0,6,,12,62,19,,,,Taliban,0,-99,0,1,10,13,,,,0,0,0,0,0,0,0,,,1,2,0,,8,,,-9,,,,,7,2,0,1,1,1
2.0081E+11,2008,10,26,0,153,6,35.079406,72.428758,3,0,1,1,1,1,1,0,2,,14,67,153,17,94,92,Tehrik-i-Taliban Pakistan (TTP),0,-99,2,1,10,9,23,,,30,0,20,0,0,0,0,,,0,,,,,,,,,,,,,,0,1,1,1
2.0081E+11,2008,10,27,0,4,6,35.95,68.7,3,0,1,1,1,0,1,1,3,,3,22,4,,,,Taliban,0,1,0,1,2,6,13,,,8,2,1,0,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.0081E+11,2008,10,29,1,153,6,34.565494,71.477429,3,1,1,1,1,0,1,0,5,,8,49,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,20,0,0,,5,5,,,0,0,0,0,0,0,-9,,,1,100,0,-99,,,,0,,,,,2,100,0,0,0,0
2.0081E+11,2008,10,30,0,4,6,34.516895,69.147011,1,0,1,1,1,0,1,1,3,2,2,21,4,,,,Taliban,0,1,0,1,2,6,13,5,5,6,0,1,18,0,0,1,2,,0,,,,,,,,,,,,,,0,0,0,0
2.0081E+11,2008,10,30,0,4,6,33.969167,68.944722,1,1,1,1,1,0,0,0,1,,2,18,4,,,,Taliban,0,-99,0,1,10,13,,,,5,0,0,7,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00811E+11,2008,11,3,0,4,6,31.631083,65.742226,1,0,1,1,1,0,1,0,2,,2,20,4,,,,Taliban,0,2,2,0,,5,5,,,1,0,0,0,0,0,0,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00811E+11,2008,11,3,0,153,6,34.95262,72.331113,4,0,1,1,1,0,1,0,8,,14,67,153,14,71,4,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,2,9,24,,,5,0,0,0,0,0,0,4,,0,,,,,,,,,,,,,,0,1,1,1
2.00811E+11,2008,11,4,0,4,6,31.619314,65.050156,1,0,1,1,1,0,1,0,2,,1,12,217,,,,Taliban,0,-99,0,0,,8,20,,,1,1,0,0,0,0,0,4,,0,,,,,,,,,,,,,,0,1,1,1
2.00811E+11,2008,11,4,1,153,6,34.927925,72.415152,1,0,1,1,1,0,1,0,6,,8,49,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,0,,13,,,,0,0,0,0,0,0,-9,4,,1,15,0,,2,,,-9,,,,,2,15,0,0,0,0
2.00811E+11,2008,11,6,0,153,6,34.733076,71.492391,2,1,1,1,1,0,1,1,1,,14,67,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,1,0,1,2,6,13,,,18,0,1,45,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00811E+11,2008,11,8,1,153,6,33.006516,70.068253,1,1,1,1,1,0,1,0,6,2,14,71,4,,,,Taliban,0,-99,0,1,5,5,5,,,2,0,0,0,0,0,0,4,,1,2,0,,10,,,-9,,,,,4,0,1,0,1,1
2.00811E+11,2008,11,9,0,153,6,35.01646,72.361809,3,0,1,1,1,0,1,0,2,,14,67,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,0,,5,5,,,1,0,0,0,0,0,0,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00811E+11,2008,11,11,1,4,6,32.77789,61.656727,1,1,1,1,1,0,1,0,6,,15,85,4,,,,Taliban,0,1,0,0,,13,,,,0,0,0,0,0,0,0,4,,1,1,0,,-99,,,-9,,,,,7,0,0,0,0,0
2.00811E+11,2008,11,14,0,4,6,33.358508,69.859741,4,0,1,1,1,0,1,0,2,,1,12,4,,,,Taliban,0,-99,0,0,,5,5,,,3,0,0,0,0,0,0,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00811E+11,2008,11,14,0,4,6,34.099578,64.905955,4,0,1,1,1,0,0,0,1,,2,18,4,,,,Taliban,0,-99,0,0,,5,5,,,0,0,0,2,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.00811E+11,2008,11,15,0,4,6,33.42,68.294,1,0,1,1,1,0,1,0,3,,2,21,4,,,,Taliban,0,-99,0,0,,6,11,,,0,0,0,0,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.00811E+11,2008,11,27,0,4,6,34.516895,69.147011,1,0,1,1,1,0,1,1,3,,7,46,217,,,,Taliban,0,1,0,0,,6,15,,,5,0,1,18,0,0,1,4,,0,,,,,,,,,,,,,,0,1,1,1
2.00811E+11,2008,11,27,0,153,6,34.006004,71.53743,1,0,1,1,1,0,1,0,3,,2,18,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,0,,6,11,6,7,2,0,0,6,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00811E+11,2008,11,27,1,4,6,34.915833,69.627778,2,1,1,1,1,0,1,0,6,,14,77,4,,,,Taliban,0,-99,0,1,2,13,,,,0,0,0,0,0,0,1,4,,1,2,0,,1,,,-9,,,,,2,2,0,0,0,0
2.00811E+11,2008,11,30,0,153,6,32.874079,70.027089,3,0,1,1,1,0,1,0,2,,14,67,4,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,5,5,5,9,24,1,0,0,0,0,0,0,4,,0,,,,,,,,,,,,,,0,1,1,1
2.00812E+11,2008,12,1,0,4,6,33.319571,68.451297,1,0,1,1,1,0,1,0,2,,2,18,4,4,39,4,Taliban,0,2,0,1,10,5,5,,,2,0,0,0,0,0,-9,4,,0,,,,,,,-9,,,,,,,0,0,0,0
2.00812E+11,2008,12,2,1,153,6,34.949069,72.383482,1,0,1,1,1,0,1,0,6,,2,18,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,10,13,,,,0,0,0,0,0,0,0,,,1,3,0,,1,,,-9,,,,,2,1,0,0,0,0
2.00812E+11,2008,12,9,0,153,6,34.396497,72.615832,3,1,1,1,1,0,1,1,3,,15,86,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,10,6,13,,,2,0,1,4,0,0,0,,,0,,,,,,,-9,,,,,,,0,0,0,0
2.00812E+11,2008,12,13,1,4,6,32.264539,68.524715,4,1,1,1,1,0,1,0,6,,14,67,4,2,19,4,Taliban,0,-99,0,1,10,13,,,,1,0,0,0,0,0,-9,4,,1,7,0,,,,,-9,,,,,6,-99,0,0,0,0
2.00812E+11,2008,12,13,0,153,6,35.079406,72.428758,3,0,1,1,1,0,1,0,2,6,15,85,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,10,5,5,8,18,11,0,0,3,0,0,0,,,1,25,,,,,,-9,,,,,,,0,0,0,0
2.00812E+11,2008,12,16,0,153,6,34.006004,71.53743,1,0,1,1,1,0,1,0,3,,14,76,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,0,,6,11,,,0,0,0,2,0,0,1,3,,0,,,,,,,-9,,,,,,,0,0,0,0
2.00812E+11,2008,12,16,0,153,6,35.079406,72.428758,3,0,1,1,1,0,1,0,8,,14,67,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,0,,9,22,,,0,0,0,4,0,0,-9,4,,0,,,,,,,-9,,,,,,,0,0,0,0
2.00812E+11,2008,12,19,0,4,6,33.316667,69.820833,1,0,1,1,1,0,1,0,9,,14,67,4,,,,Taliban,0,-99,0,1,10,13,,,,1,0,0,0,0,0,-9,4,,0,,,,,,,-9,,,,,,,0,0,0,0
2.00812E+11,2008,12,20,0,182,11,2.059819,45.326115,1,0,1,1,1,0,1,0,3,,3,22,182,,,,Al-Shabaab,0,-99,0,1,10,6,11,,,0,0,0,0,0,0,0,,,0,,,,,,,-9,,,,,,,0,0,0,0
2.00812E+11,2008,12,27,0,182,11,5.308011,45.880356,1,0,1,1,1,0,1,0,2,3,17,93,182,,,,Al-Shabaab,0,-99,0,0,,5,5,6,11,10,0,8,6,0,0,1,3,,0,,,,,,,-9,,,,,,,0,0,0,0
2.00812E+11,2008,12,28,0,153,6,34.500469,72.521992,1,0,1,1,1,0,1,1,3,,2,19,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,1,0,1,10,6,15,,,24,0,1,16,0,0,1,3,,0,,,,,,,-9,,,,,,,0,0,0,0
2.00812E+11,2008,12,30,0,4,6,32.323203,64.811084,3,0,1,1,1,0,1,0,2,,2,21,4,3,25,4,Taliban,0,-99,0,1,10,5,5,,,20,0,0,0,0,0,1,4,,0,,,,,,,-9,,,,,,,0,0,0,0
2.00901E+11,2009,1,1,0,182,11,2.059819,45.326115,1,1,1,1,1,0,1,0,3,,14,71,182,,,,Al-Shabaab,0,-99,0,1,8,6,11,,,8,0,0,10,0,0,-9,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00901E+11,2009,1,1,0,153,6,33.695975,70.336069,3,0,1,1,1,0,1,0,8,,14,67,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,10,9,24,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,0,0,0,0
2.00901E+11,2009,1,2,1,153,6,34.774479,72.364052,1,0,1,1,1,0,1,0,6,,14,77,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,10,5,5,,,1,0,0,0,0,0,0,,,1,1,0,,-99,,,,,,,,4,0,0,0,0,0
2.00901E+11,2009,1,2,0,186,6,6.941837,79.861687,1,0,1,1,1,0,1,1,3,,4,27,186,14,67,186,Liberation Tigers of Tamil Eelam (LTTE),0,1,0,0,,6,13,,,3,0,1,31,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00901E+11,2009,1,9,0,186,6,8.577826,81.218719,1,0,1,1,1,0,1,0,3,,19,99,186,,,,Liberation Tigers of Tamil Eelam (LTTE),0,-99,0,1,10,6,8,,,7,0,0,6,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.00901E+11,2009,1,12,0,153,6,32.975433,70.273735,1,0,1,1,1,0,1,0,2,,14,67,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,5,5,5,,,2,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,0,0,0,0
2.00901E+11,2009,1,13,0,153,6,33.006516,70.068253,1,0,1,1,1,0,1,0,2,,14,71,4,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,5,5,5,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,0,1,1,1
2.00901E+11,2009,1,15,0,153,6,33.006516,70.068253,1,0,1,1,1,0,1,0,2,,14,67,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,5,5,5,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,0,0,0,0
2.00901E+11,2009,1,16,0,182,11,-0.357847,42.54665,1,0,1,1,1,0,1,0,2,,2,15,182,,,,Al-Shabaab,0,-99,0,1,10,5,5,,,1,0,0,0,0,0,-9,4,,0,,0,,,,,,,,,,,0,0,0,0,0
2.00901E+11,2009,1,22,1,146,11,15.0408,2.705,1,0,1,1,1,0,1,0,6,2,18,97,199,18,97,75,Al-Qaida in the Islamic Maghreb (AQIM),0,-99,0,1,10,5,5,,,1,0,0,0,0,0,0,,,1,4,0,,170,,,1,-99,0,-99,0,6,3,1,1,1,1
2.00901E+11,2009,1,23,1,4,6,35.204723,63.061857,1,0,1,1,1,0,1,0,6,,3,22,4,,,,Taliban,0,-99,0,1,10,13,,,,0,0,0,0,0,0,-9,4,,1,1,0,,-99,,,,,,,,2,1,0,0,0,0
2.00901E+11,2009,1,24,0,4,6,33.36697,68.41281,1,0,1,1,1,0,1,0,2,,14,67,4,,,,Taliban,0,-99,0,1,10,5,5,,,18,0,13,5,0,0,-9,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00901E+11,2009,1,26,1,182,11,3.115641,43.64658,1,0,1,1,1,0,1,0,2,6,2,18,182,,,,Al-Shabaab,0,-99,0,1,10,5,5,,,0,0,0,0,0,0,-9,4,,1,-99,0,,-99,,,,,,,,2,0,0,0,0,0
2.00901E+11,2009,1,27,0,4,6,30.996068,65.475736,4,0,1,1,1,0,1,0,3,,14,67,4,,,,Taliban,0,-99,0,1,10,6,8,,,4,0,0,5,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.00901E+11,2009,1,27,1,4,6,34.781667,62.122778,1,0,1,1,1,0,1,0,6,,1,12,4,,,,Taliban,0,-99,0,1,10,5,5,,,0,0,0,0,0,0,-9,4,,1,10,0,,-99,,,,,,,,7,-99,0,0,0,0
2.00901E+11,2009,1,29,0,153,6,32.935769,70.105122,1,1,1,1,1,0,1,0,2,,14,68,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,5,5,5,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,0,0,0,0
2.00901E+11,2009,1,31,1,4,6,34.348889,63.177778,1,1,1,1,1,0,1,0,4,6,1,4,4,1,,4,Taliban,0,-99,0,1,10,5,5,,,0,0,0,0,0,0,-9,4,,1,3,0,,-99,,,,,,,,7,-99,0,0,0,0
2.00901E+11,2009,1,31,0,4,6,34.145833,68.733333,1,0,1,1,1,0,0,0,1,,2,18,4,,,,Taliban,0,-99,0,1,10,6,8,,,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,0,0,0,0
2.00902E+11,2009,2,1,0,153,6,34.79216,72.284279,1,1,1,1,1,0,1,0,2,,12,62,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,0,-99,0,,5,5,,,2,0,0,0,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00902E+11,2009,2,4,0,182,11,2.059819,45.326115,1,0,1,1,1,0,1,0,2,,10,53,182,,,,Al-Shabaab,0,3,0,1,10,5,5,,,1,0,0,1,0,0,-9,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00902E+11,2009,2,7,0,182,11,2.059819,45.326115,1,0,1,1,1,0,1,0,3,,2,17,182,,,,Al-Shabaab,0,-99,0,1,10,6,11,,,1,0,0,3,0,0,-9,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00902E+11,2009,2,9,0,186,6,9.386986,80.548432,1,1,1,1,1,0,1,1,3,,4,36,186,14,67,186,Liberation Tigers of Tamil Eelam (LTTE),0,1,0,0,,6,13,,,30,0,1,64,0,0,-9,,,0,,,,,,,,,,,,,,0,0,0,0
2.00902E+11,2009,2,12,0,182,11,2.059819,45.326115,1,0,1,1,1,0,1,0,3,,7,47,182,,,,Al-Shabaab,0,-99,0,1,10,6,11,,,4,0,0,10,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00902E+11,2009,2,16,0,153,6,32.974638,70.14558,3,0,1,1,1,0,1,0,2,,14,68,4,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,0,,5,5,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,0,1,1,1
2.00902E+11,2009,2,19,0,153,6,34.574856,71.276081,1,0,1,1,1,0,1,0,2,,14,68,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,6,5,5,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,0,0,0,0
2.00902E+11,2009,2,19,0,153,6,34.856902,71.429936,3,0,1,1,1,0,1,0,3,,8,49,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,8,6,17,,,0,0,0,0,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.00902E+11,2009,2,20,0,186,6,6.941837,79.861687,1,0,1,1,1,0,1,1,3,,4,34,186,14,67,186,Liberation Tigers of Tamil Eelam (LTTE),0,2,0,1,7,6,17,12,,4,0,2,50,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00902E+11,2009,2,22,1,153,6,34.774479,72.364052,1,0,1,1,1,0,1,0,6,,2,18,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,8,13,,,,0,0,0,0,0,0,0,,,1,7,0,,1,,,0,,,,,2,7,0,0,0,0
2.00902E+11,2009,2,22,0,6,10,36.673564,5.481713,1,1,1,1,1,0,1,0,3,,1,13,6,21,107,6,Al-Qaida in the Islamic Maghreb (AQIM),0,-99,0,1,7,6,11,,,9,0,0,3,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00903E+11,2009,3,7,0,4,6,32.191878,67.189449,4,0,1,1,1,0,1,0,3,,1,12,4,,,,Taliban,0,-99,0,1,10,6,17,,,3,0,0,1,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.00903E+11,2009,3,9,1,153,6,32.306099,69.579956,1,0,1,1,1,0,1,0,2,6,14,67,153,,,,Tehrik-i-Taliban Pakistan (TTP),0,-99,0,1,6,5,5,,,3,0,0,0,0,0,0,,,1,3,0,,-99,,,0,,,,,4,0,0,0,0,0
2.00903E+11,2009,3,10,0,4,6,31.631083,65.742226,1,0,1,1,1,0,1,0,2,,10,53,4,,,,Taliban,0,-99,0,1,10,5,5,,,1,0,0,0,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.00903E+11,2009,3,11,0,182,11,2.059819,45.326115,1,0,1,1,1,0,1,0,3,,3,25,182,,,,Al-Shabaab,0,-99,-99,1,10,6,17,,,4,0,0,0,0,0,1,3,,0,,,,,,,,,,,,,,0,0,0,0
2.00903E+11,2009,3,13,0,4,6,32.164997,63.425297,1,0,1,1,1,0,1,0,8,,2,18,4,,,,Taliban,0,-99,0,1,10,2,1,,,1,0,0,0,0,0,-9,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00903E+11,2009,3,16,0,182,11,3.810951,43.246506,1,0,1,1,1,0,1,0,6,,7,47,182,,,,Al-Shabaab,0,-99,0,1,10,13,,,,0,0,0,0,0,0,0,,,1,4,0,,-99,,,-9,,,,,2,4,0,0,0,0
2.00903E+11,2009,3,24,0,6,10,36.522222,4.203056,1,0,1,1,1,0,1,0,2,,3,25,6,,,,Al-Qaida in the Islamic Maghreb (AQIM),0,30,0,0,,5,5,,,2,0,0,2,0,0,1,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00903E+11,2009,3,25,0,182,11,3.926858,41.877171,1,0,1,1,1,0,1,0,6,,2,18,104,,,,Al-Shabaab,0,-99,0,1,10,13,,,,0,0,0,0,0,0,0,,,1,5,0,,-99,,,0,,,,,7,0,0,1,1,1
2.00904E+11,2009,4,6,0,95,10,33.303566,44.371773,1,0,1,1,1,0,1,0,3,,2,14,95,,,,Al-Qaida in Iraq,0,-99,0,0,,6,15,,,2,0,0,4,0,0,-9,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00904E+11,2009,4,6,0,95,10,33.303566,44.371773,1,0,1,1,1,0,1,0,3,,14,74,95,,,,Al-Qaida in Iraq,0,-99,0,0,,6,15,,,4,0,0,20,0,0,-9,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00904E+11,2009,4,6,0,95,10,33.303566,44.371773,1,0,1,1,1,1,1,0,3,,8,49,95,3,25,95,Al-Qaida in Iraq,0,-99,0,0,,6,15,,,12,0,0,25,0,0,-9,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00904E+11,2009,4,6,0,95,10,33.303566,44.371773,1,0,1,1,1,1,1,0,3,,1,6,95,,,,Al-Qaida in Iraq,0,-99,0,0,,6,15,,,12,0,0,25,0,0,-9,4,,0,,,,,,,,,,,,,,0,0,0,0
2.00904E+11,2009,4,6,0,95,10,33.303566,44.371773,1,0,1,1,1,1,1,0,3,,14,74,95,,,,Al-Qaida in Iraq,0,-99,0,0,,6,15,,,12,0,0,5,0,0,-9,4,,0,,,,,,,,,,,,,,0,0,0,0
